arxiv id,title,published,author(s),abs link,pdf link,journal ref,comment,abstract
2009.10333v1,"DeepVir -- Graphical Deep Matrix Factorization for ""In Silico"" Antiviral
  Repositioning: Application to COVID-19",2020-09-22T05:57:03Z,"Aanchal Mongia, Stuti Jain, Emilie Chouzenoux, Angshul Majumda",http://arxiv.org/abs/2009.10333v1,http://arxiv.org/pdf/2009.10333v1,No journal ref found,No comment found,"This work formulates antiviral repositioning as a matrix completion problem
where the antiviral drugs are along the rows and the viruses along the columns.
The input matrix is partially filled, with ones in positions where the
antiviral has been known to be effective against a virus. The curated metadata
for antivirals (chemical structure and pathways) and viruses (genomic structure
and symptoms) is encoded into our matrix completion framework as graph
Laplacian regularization. We then frame the resulting multiple graph
regularized matrix completion problem as deep matrix factorization. This is
solved by using a novel optimization method called HyPALM (Hybrid Proximal
Alternating Linearized Minimization). Results on our curated RNA drug virus
association (DVA) dataset shows that the proposed approach excels over
state-of-the-art graph regularized matrix completion techniques. When applied
to ""in silico"" prediction of antivirals for COVID-19, our approach returns
antivirals that are either used for treating patients or are under for trials
for the same."
2012.00651v1,"Cross-Modality Protein Embedding for Compound-Protein Affinity and
  Contact Prediction",2020-11-14T04:42:25Z,"Yuning You, Yang Shen",http://arxiv.org/abs/2012.00651v1,http://arxiv.org/pdf/2012.00651v1,No journal ref found,"Machine Learning for Structural Biology Workshop, NeurIPS 2020","Compound-protein pairs dominate FDA-approved drug-target pairs and the
prediction of compound-protein affinity and contact (CPAC) could help
accelerate drug discovery. In this study we consider proteins as multi-modal
data including 1D amino-acid sequences and (sequence-predicted) 2D residue-pair
contact maps. We empirically evaluate the embeddings of the two single
modalities in their accuracy and generalizability of CPAC prediction (i.e.
structure-free interpretable compound-protein affinity prediction). And we
rationalize their performances in both challenges of embedding individual
modalities and learning generalizable embedding-label relationship. We further
propose two models involving cross-modality protein embedding and establish
that the one with cross interaction (thus capturing correlations among
modalities) outperforms SOTAs and our single modality models in affinity,
contact, and binding-site predictions for proteins never seen in the training
set."
2012.07640v1,A Comparative Analysis of the Ensemble Methods for Drug Design,2020-12-11T05:27:20Z,"Rifkat Davronova, Fatima Adilovab",http://arxiv.org/abs/2012.07640v1,http://arxiv.org/pdf/2012.07640v1,No journal ref found,"11 pages, 2 figures, 7 tables","Quantitative structure-activity relationship (QSAR) is a computer modeling
technique for identifying relationships between the structural properties of
chemical compounds and biological activity. QSAR modeling is necessary for drug
discovery, but it has many limitations. Ensemble-based machine learning
approaches have been used to overcome limitations and generate reliable
predictions. Ensemble learning creates a set of diverse models and combines
them. In our comparative analysis, each ensemble algorithm was paired with each
of the basic algorithms, but the basic algorithms were also investigated
separately. In this configuration, 57 algorithms were developed and compared on
4 different datasets. Thus, a technique for complex ensemble method is proposed
that builds diversified models and integrates them. The proposed individual
models did not show impressive results as a unified model, but it was
considered the most important predictor when combined. We assessed whether
ensembles always give better results than individual algorithms. The Python
code written to get experimental results in this article has been uploaded to
Github (https://github.com/rifqat/Comparative-Analysis)."
2104.08869v2,Ranking Structured Objects with Graph Neural Networks,2021-04-18T14:40:59Z,"Clemens Damke, Eyke Hüllermeier",http://arxiv.org/abs/2104.08869v2,http://arxiv.org/pdf/2104.08869v2,24th International Conference on Discovery Science (2021) 166-180,No comment found,"Graph neural networks (GNNs) have been successfully applied in many
structured data domains, with applications ranging from molecular property
prediction to the analysis of social networks. Motivated by the broad
applicability of GNNs, we propose the family of so-called RankGNNs, a
combination of neural Learning to Rank (LtR) methods and GNNs. RankGNNs are
trained with a set of pair-wise preferences between graphs, suggesting that one
of them is preferred over the other. One practical application of this problem
is drug screening, where an expert wants to find the most promising molecules
in a large collection of drug candidates. We empirically demonstrate that our
proposed pair-wise RankGNN approach either significantly outperforms or at
least matches the ranking performance of the naive point-wise baseline
approach, in which the LtR problem is solved via GNN-based graph regression."
2211.02657v1,MolE: a molecular foundation model for drug discovery,2022-11-03T21:22:05Z,"Oscar Méndez-Lucio, Christos Nicolaou, Berton Earnshaw",http://arxiv.org/abs/2211.02657v1,http://arxiv.org/pdf/2211.02657v1,No journal ref found,"Accepted at Learning Meaningful Representations of Life workshop,
  NeurIPS 2022","Models that accurately predict properties based on chemical structure are
valuable tools in drug discovery. However, for many properties, public and
private training sets are typically small, and it is difficult for the models
to generalize well outside of the training data. Recently, large language
models have addressed this problem by using self-supervised pretraining on
large unlabeled datasets, followed by fine-tuning on smaller, labeled datasets.
In this paper, we report MolE, a molecular foundation model that adapts the
DeBERTa architecture to be used on molecular graphs together with a two-step
pretraining strategy. The first step of pretraining is a self-supervised
approach focused on learning chemical structures, and the second step is a
massive multi-task approach to learn biological information. We show that
fine-tuning pretrained MolE achieves state-of-the-art results on 9 of the 22
ADMET tasks included in the Therapeutic Data Commons."
2212.07826v1,"Hybrid Quantum Generative Adversarial Networks for Molecular Simulation
  and Drug Discovery",2022-12-15T13:36:35Z,"Prateek Jain, Srinjoy Ganguly",http://arxiv.org/abs/2212.07826v1,http://arxiv.org/pdf/2212.07826v1,No journal ref found,No comment found,"In molecular research, simulation \& design of molecules are key areas with
significant implications for drug development, material science, and other
fields. Current classical computational power falls inadequate to simulate any
more than small molecules, let alone protein chains on hundreds of peptide.
Therefore these experiment are done physically in wet-lab, but it takes a lot
of time \& not possible to examine every molecule due to the size of the search
area, tens of billions of dollars are spent every year in these research
experiments. Molecule simulation \& design has lately advanced significantly by
machine learning models, A fresh perspective on the issue of chemical synthesis
is provided by deep generative models for graph-structured data. By optimising
differentiable models that produce molecular graphs directly, it is feasible to
avoid costly search techniques in the discrete and huge space of chemical
structures. But these models also suffer from computational limitations when
dimensions become huge and consume huge amount of resources. Quantum Generative
machine learning in recent years have shown some empirical results promising
significant advantages over classical counterparts."
2212.13617v1,SVSBI: Sequence-based virtual screening of biomolecular interactions,2022-12-27T21:18:47Z,"Li Shen, Hongsong Feng, Yuchi Qiu, Guo-Wei Wei",http://arxiv.org/abs/2212.13617v1,http://arxiv.org/pdf/2212.13617v1,No journal ref found,No comment found,"Virtual screening (VS) is an essential technique for understanding
biomolecular interactions, particularly, drug design and discovery. The
best-performing VS models depend vitally on three-dimensional (3D) structures,
which are not available in general but can be obtained from molecular docking.
However, current docking accuracy is relatively low, rendering unreliable VS
models. We introduce sequence-based virtual screening (SVS) as a new generation
of VS models for modeling biomolecular interactions. The SVS model utilizes
advanced natural language processing (NLP) algorithms and optimizes deep
$K$-embedding strategies to encode biomolecular interactions without invoking
3D structure-based docking. We demonstrate the state-of-art performance of SVS
for four regression datasets involving protein-ligand binding, protein-protein,
protein-nucleic acid binding, and ligand inhibition of protein-protein
interactions and five classification datasets for the protein-protein
interactions in five biological species. SVS has the potential to dramatically
change the current practice in drug discovery and protein engineering."
2304.03889v1,DiffDock-PP: Rigid Protein-Protein Docking with Diffusion Models,2023-04-08T02:10:44Z,"Mohamed Amine Ketata, Cedrik Laue, Ruslan Mammadov, Hannes Stärk, Menghua Wu, Gabriele Corso, Céline Marquet, Regina Barzilay, Tommi S. Jaakkola",http://arxiv.org/abs/2304.03889v1,http://arxiv.org/pdf/2304.03889v1,No journal ref found,ICLR Machine Learning for Drug Discovery (MLDD) Workshop 2023,"Understanding how proteins structurally interact is crucial to modern
biology, with applications in drug discovery and protein design. Recent machine
learning methods have formulated protein-small molecule docking as a generative
problem with significant performance boosts over both traditional and deep
learning baselines. In this work, we propose a similar approach for rigid
protein-protein docking: DiffDock-PP is a diffusion generative model that
learns to translate and rotate unbound protein structures into their bound
conformations. We achieve state-of-the-art performance on DIPS with a median
C-RMSD of 4.85, outperforming all considered baselines. Additionally,
DiffDock-PP is faster than all search-based methods and generates reliable
confidence estimates for its predictions. Our code is publicly available at
$\texttt{https://github.com/ketatam/DiffDock-PP}$"
2304.12825v1,"GraphVF: Controllable Protein-Specific 3D Molecule Generation with
  Variational Flow",2023-02-23T17:32:49Z,"Fang Sun, Zhihao Zhan, Hongyu Guo, Ming Zhang, Jian Tang",http://arxiv.org/abs/2304.12825v1,http://arxiv.org/pdf/2304.12825v1,No journal ref found,"15 pages, 8 figures","Designing molecules that bind to specific target proteins is a fundamental
task in drug discovery. Recent models leverage geometric constraints to
generate ligand molecules that bind cohesively with specific protein pockets.
However, these models cannot effectively generate 3D molecules with 2D skeletal
curtailments and property constraints, which are pivotal to drug potency and
development. To tackle this challenge, we propose GraphVF, a variational
flow-based framework that combines 2D topology and 3D geometry, for
controllable generation of binding 3D molecules. Empirically, our method
achieves state-of-the-art binding affinity and realistic sub-structural layouts
for protein-specific generation. In particular, GraphVF represents the first
controllable geometry-aware, protein-specific molecule generation method, which
can generate binding 3D molecules with tailored sub-structures and
physio-chemical properties. Our code is available at
https://github.com/Franco-Solis/GraphVF-code."
2307.15377v1,"Co-attention Graph Pooling for Efficient Pairwise Graph Interaction
  Learning",2023-07-28T07:53:34Z,"Junhyun Lee, Bumsoo Kim, Minji Jeon, Jaewoo Kang",http://arxiv.org/abs/2307.15377v1,http://arxiv.org/pdf/2307.15377v1,IEEE Access,Published at IEEE Access,"Graph Neural Networks (GNNs) have proven to be effective in processing and
learning from graph-structured data. However, previous works mainly focused on
understanding single graph inputs while many real-world applications require
pair-wise analysis for graph-structured data (e.g., scene graph matching, code
searching, and drug-drug interaction prediction). To this end, recent works
have shifted their focus to learning the interaction between pairs of graphs.
Despite their improved performance, these works were still limited in that the
interactions were considered at the node-level, resulting in high computational
costs and suboptimal performance. To address this issue, we propose a novel and
efficient graph-level approach for extracting interaction representations using
co-attention in graph pooling. Our method, Co-Attention Graph Pooling
(CAGPool), exhibits competitive performance relative to existing methods in
both classification and regression tasks using real-world datasets, while
maintaining lower computational complexity."
2311.06297v1,STRIDE: Structure-guided Generation for Inverse Design of Molecules,2023-11-06T08:22:35Z,"Shehtab Zaman, Denis Akhiyarov, Mauricio Araya-Polo, Kenneth Chiu",http://arxiv.org/abs/2311.06297v1,http://arxiv.org/pdf/2311.06297v1,No journal ref found,No comment found,"Machine learning and especially deep learning has had an increasing impact on
molecule and materials design. In particular, given the growing access to an
abundance of high-quality small molecule data for generative modeling for drug
design, results for drug discovery have been promising. However, for many
important classes of materials such as catalysts, antioxidants, and
metal-organic frameworks, such large datasets are not available. Such families
of molecules with limited samples and structural similarities are especially
prevalent for industrial applications. As is well-known, retraining and even
fine-tuning are challenging on such small datasets. Novel, practically
applicable molecules are most often derivatives of well-known molecules,
suggesting approaches to addressing data scarcity. To address this problem, we
introduce $\textbf{STRIDE}$, a generative molecule workflow that generates
novel molecules with an unconditional generative model guided by known
molecules without any retraining. We generate molecules outside of the training
data from a highly specialized set of antioxidant molecules. Our generated
molecules have on average 21.7% lower synthetic accessibility scores and also
reduce ionization potential by 5.9% of generated molecules via guiding."
2406.04628v1,Projecting Molecules into Synthesizable Chemical Spaces,2024-06-07T04:27:44Z,"Shitong Luo, Wenhao Gao, Zuofan Wu, Jian Peng, Connor W. Coley, Jianzhu Ma",http://arxiv.org/abs/2406.04628v1,http://arxiv.org/pdf/2406.04628v1,No journal ref found,No comment found,"Discovering new drug molecules is a pivotal yet challenging process due to
the near-infinitely large chemical space and notorious demands on time and
resources. Numerous generative models have recently been introduced to
accelerate the drug discovery process, but their progression to experimental
validation remains limited, largely due to a lack of consideration for
synthetic accessibility in practical settings. In this work, we introduce a
novel framework that is capable of generating new chemical structures while
ensuring synthetic accessibility. Specifically, we introduce a postfix notation
of synthetic pathways to represent molecules in chemical space. Then, we design
a transformer-based model to translate molecular graphs into postfix notations
of synthesis. We highlight the model's ability to: (a) perform bottom-up
synthesis planning more accurately, (b) generate structurally similar,
synthesizable analogs for unsynthesizable molecules proposed by generative
models with their properties preserved, and (c) explore the local synthesizable
chemical space around hit molecules."
2406.18330v1,Molecular Diffusion Models with Virtual Receptors,2024-06-26T13:18:42Z,"Matan Halfon, Eyal Rozenberg, Ehud Rivlin, Daniel Freedman",http://arxiv.org/abs/2406.18330v1,http://arxiv.org/pdf/2406.18330v1,https://neurips.cc/virtual/2023/77389,No comment found,"Machine learning approaches to Structure-Based Drug Design (SBDD) have proven
quite fertile over the last few years. In particular, diffusion-based
approaches to SBDD have shown great promise. We present a technique which
expands on this diffusion approach in two crucial ways. First, we address the
size disparity between the drug molecule and the target/receptor, which makes
learning more challenging and inference slower. We do so through the notion of
a Virtual Receptor, which is a compressed version of the receptor; it is
learned so as to preserve key aspects of the structural information of the
original receptor, while respecting the relevant group equivariance. Second, we
incorporate a protein language embedding used originally in the context of
protein folding. We experimentally demonstrate the contributions of both the
virtual receptors and the protein embeddings: in practice, they lead to both
better performance, as well as significantly faster computations."
2408.06050v2,"What Ails Generative Structure-based Drug Design: Expressivity is Too
  Little or Too Much?",2024-08-12T10:55:29Z,"Rafał Karczewski, Samuel Kaski, Markus Heinonen, Vikas Garg",http://arxiv.org/abs/2408.06050v2,http://arxiv.org/pdf/2408.06050v2,No journal ref found,AISTATS 2025 (Oral),"Several generative models with elaborate training and sampling procedures
have been proposed to accelerate structure-based drug design (SBDD); however,
their empirical performance turns out to be suboptimal. We seek to better
understand this phenomenon from both theoretical and empirical perspectives.
Since most of these models apply graph neural networks (GNNs), one may suspect
that they inherit the representational limitations of GNNs. We analyze this
aspect, establishing the first such results for protein-ligand complexes. A
plausible counterview may attribute the underperformance of these models to
their excessive parameterizations, inducing expressivity at the expense of
generalization. We investigate this possibility with a simple metric-aware
approach that learns an economical surrogate for affinity to infer an
unlabelled molecular graph and optimizes for labels conditioned on this graph
and molecular properties. The resulting model achieves state-of-the-art results
using 100x fewer trainable parameters and affords up to 1000x speedup.
Collectively, our findings underscore the need to reassess and redirect the
existing paradigm and efforts for SBDD. Code is available at
https://github.com/rafalkarczewski/SimpleSBDD."
2412.01174v1,Rectified Flow For Structure Based Drug Design,2024-12-02T06:26:25Z,"Daiheng Zhang, Chengyue Gong, Qiang Liu",http://arxiv.org/abs/2412.01174v1,http://arxiv.org/pdf/2412.01174v1,No journal ref found,Accepted to ELLIS ML4Molecules 2024 Workshop,"Deep generative models have achieved tremendous success in structure-based
drug design in recent years, especially for generating 3D ligand molecules that
bind to specific protein pocket. Notably, diffusion models have transformed
ligand generation by providing exceptional quality and creativity. However,
traditional diffusion models are restricted by their conventional learning
objectives, which limit their broader applicability. In this work, we propose a
new framework FlowSBDD, which is based on rectified flow model, allows us to
flexibly incorporate additional loss to optimize specific target and introduce
additional condition either as an extra input condition or replacing the
initial Gaussian distribution. Extensive experiments on CrossDocked2020 show
that our approach could achieve state-of-the-art performance on generating
high-affinity molecules while maintaining proper molecular properties without
specifically designing binding site, with up to -8.50 Avg. Vina Dock score and
75.0% Diversity."
2501.09103v1,"Similarity-Quantized Relative Difference Learning for Improved Molecular
  Activity Prediction",2025-01-15T19:42:18Z,"Karina Zadorozhny, Kangway V. Chuang, Bharath Sathappan, Ewan Wallace, Vishnu Sresht, Colin A. Grambow",http://arxiv.org/abs/2501.09103v1,http://arxiv.org/pdf/2501.09103v1,"Machine Learning for Structural Biology Workshop, NeurIPS 2024",No comment found,"Accurate prediction of molecular activities is crucial for efficient drug
discovery, yet remains challenging due to limited and noisy datasets. We
introduce Similarity-Quantized Relative Learning (SQRL), a learning framework
that reformulates molecular activity prediction as relative difference learning
between structurally similar pairs of compounds. SQRL uses precomputed
molecular similarities to enhance training of graph neural networks and other
architectures, and significantly improves accuracy and generalization in
low-data regimes common in drug discovery. We demonstrate its broad
applicability and real-world potential through benchmarking on public datasets
as well as proprietary industry data. Our findings demonstrate that leveraging
similarity-aware relative differences provides an effective paradigm for
molecular activity prediction."
2503.07533v1,"Controllability in a class of cancer therapy models with co-evolving
  resistance",2025-03-10T17:00:32Z,"Frederik J. Thomsen, Johan L. A. Dubbeldam",http://arxiv.org/abs/2503.07533v1,http://arxiv.org/pdf/2503.07533v1,No journal ref found,"25 pages, 10 figures","Adaptive therapy is a recent paradigm in cancer treatment aiming at
indefinite, safe containment of the disease when cure is judged unattainable.
In modeling this approach, inherent limitations arise due to the structure of
the vector fields and the bounds imposed by toxic side-effects of the drug. In
this work we analyze these limitations in a minimal class of models describing
a cancer population with a slowly co-evolving drug resistance trait.
Chemotherapeutic treatment is introduced as any bounded time-varying input,
forcing the cells to adapt to a changing environment. We leverage the affine
structure and low dimension of the system to explicitly construct controllable
subsets of the state space enclosing sets of equilibria. We show that these
controllable sets entirely determine the asymptotic behavior of all
trajectories that cannot lead to a cure."
2503.12796v1,A Reinforcement Learning-Driven Transformer GAN for Molecular Generation,2025-03-17T04:06:10Z,"Chen Li, Huidong Tang, Ye Zhu, Yoshihiro Yamanishi",http://arxiv.org/abs/2503.12796v1,http://arxiv.org/pdf/2503.12796v1,No journal ref found,No comment found,"Generating molecules with desired chemical properties presents a critical
challenge in fields such as chemical synthesis and drug discovery. Recent
advancements in artificial intelligence (AI) and deep learning have
significantly contributed to data-driven molecular generation. However,
challenges persist due to the inherent sensitivity of simplified molecular
input line entry system (SMILES) representations and the difficulties in
applying generative adversarial networks (GANs) to discrete data. This study
introduces RL-MolGAN, a novel Transformer-based discrete GAN framework designed
to address these challenges. Unlike traditional Transformer architectures,
RL-MolGAN utilizes a first-decoder-then-encoder structure, facilitating the
generation of drug-like molecules from both $de~novo$ and scaffold-based
designs. In addition, RL-MolGAN integrates reinforcement learning (RL) and
Monte Carlo tree search (MCTS) techniques to enhance the stability of GAN
training and optimize the chemical properties of the generated molecules. To
further improve the model's performance, RL-MolWGAN, an extension of RL-MolGAN,
incorporates Wasserstein distance and mini-batch discrimination, which together
enhance the stability of the GAN. Experimental results on two widely used
molecular datasets, QM9 and ZINC, validate the effectiveness of our models in
generating high-quality molecular structures with diverse and desirable
chemical properties."
2506.01765v1,"Micelle Forming Linear-Dendritic Block Copolymers: A Theoretical
  Comparison between Random Hyperbranched and Precise Dendrimer Polymer
  Architectures",2025-06-02T15:12:41Z,"Marios Giannakou, Oleg V. Borisov, Friederike Schmid",http://arxiv.org/abs/2506.01765v1,http://arxiv.org/pdf/2506.01765v1,No journal ref found,No comment found,"Hyperbranched block copolymers offer a simpler and more efficient synthesis
route compared to more traditional dendritic systems, while still providing
exceptional control over surface functionality and self-assembly. This makes
them ideal candidates for engineering nanoparticles with tailored properties
for applications such as drug delivery and sensing. Here we use self-consistent
field calculations to compare the micelle structures formed by copolymers with
a polydisperse hyperbranched (LHBC), monodisperse dendritic (LDBC), and linear
solvophilic blocks. Representative LHBC structures were generated by molecular
dynamics simulations mimicking the slow-monomer addition protocol. We find that
LHBC micelles are more stable, have a lower critical micelle concentration, and
are better at accommodating larger drug payloads than LDBC micelles, and these
properties further improve with increasing polydispersity. LHBC micelles also
offer more terminal ends for functionalization than LDBC micelles for LDBCs
with up to four branching generations, with the number of terminal ends being
surprisingly independent of the LHBC polydispersity. Our findings highlight the
superiority of LHBC micelles in flexibility and performance over LDBC micelles."
1206.1755v3,"The LBFGS Quasi-Newtonian Method for Molecular Modeling Prion AGAAAAGA
  Amyloid Fibrils",2012-06-08T13:30:34Z,"Jiapu Zhang, Yating Hou, Yiju Wang, Changyu Wang, Xiangsun Zhang",http://arxiv.org/abs/1206.1755v3,http://arxiv.org/pdf/1206.1755v3,"Natural Science, 2012, Vol. 4, No. 12A, pp. 1097-1098",No comment found,"Experimental X-ray crystallography, NMR (Nuclear Magnetic Resonance)
spectroscopy, dual polarization interferometry, etc are indeed very powerful
tools to determine the 3-Dimensional structure of a protein (including the
membrane protein); theoretical mathematical and physical computational
approaches can also allow us to obtain a description of the protein 3D
structure at a submicroscopic level for some unstable, noncrystalline and
insoluble proteins. X-ray crystallography finds the X-ray final structure of a
protein, which usually need refinements using theoretical protocols in order to
produce a better structure. This means theoretical methods are also important
in determinations of protein structures. Optimization is always needed in the
computer-aided drug design, structure-based drug design, molecular dynamics,
and quantum and molecular mechanics. This paper introduces some optimization
algorithms used in these research fields and presents a new theoretical
computational method - an improved LBFGS Quasi-Newtonian mathematical
optimization method - to produce 3D structures of Prion AGAAAAGA amyloid
fibrils (which are unstable, noncrystalline and insoluble), from the potential
energy minimization point of view. Because the NMR or X-ray structure of the
hydrophobic region AGAAAAGA of prion proteins has not yet been determined, the
model constructed by this paper can be used as a reference for experimental
studies on this region, and may be useful in furthering the goals of medicinal
chemistry in this field."
q-bio/0504011v1,"Design of HIV-1-PR inhibitors which do not create resistance: blocking
  the folding of single monomers",2005-04-07T06:48:39Z,"R. A. Broglia, G. Tiana, L. Sutto, D. Provasi, F. Simona",http://arxiv.org/abs/q-bio/0504011v1,http://arxiv.org/pdf/q-bio/0504011v1,No journal ref found,No comment found,"One of the main problems of drug design is that of optimizing the
drug--target interaction. In the case in which the target is a viral protein
displaying a high mutation rate, a second problem arises, namely the eventual
development of resistance. We wish to suggest a scheme for the design of
non--conventional drugs which do not face any of these problems and apply it to
the case of HIV--1 protease. It is based on the knowledge that the folding of
single--domain proteins, like e.g. each of the monomers forming the HIV--1--PR
homodimer, is controlled by local elementary structures (LES), stabilized by
local contacts among hydrophobic, strongly interacting and highly conserved
amino acids which play a central role in the folding process. Because LES have
evolved over myriads of generations to recognize and strongly interact with
each other so as to make the protein fold fast as well as to avoid aggregation
with other proteins, highly specific (and thus little toxic) as well as
effective folding--inhibitor drugs suggest themselves: short peptides (or
eventually their mimetic molecules), displaying the same amino acid sequence of
that of LES (p--LES). Aside from being specific and efficient, these inhibitors
are expected not to induce resistance: in fact, mutations which successfully
avoid their action imply the destabilization of one or more LES and thus should
lead to protein denaturation. Making use of Monte Carlo simulations within the
framework of a simple although not oversimplified model, which is able to
reproduce the main thermodynamic as well as dynamic properties of monoglobular
proteins, we first identify the LES of the HIV--1--PR and then show that the
corresponding p--LES peptides act as effective inhibitors of the folding of the
protease which do not create resistance."
1910.13512v1,"MnO2-gated Nanoplatforms with Targeted Controlled Drug Release and
  Contrast-Enhanced MRI Properties: from 2D Cell Culture to 3D Biomimetic
  Hydrogels",2019-05-15T08:10:50Z,"Yupeng Shi, Flavien Guenneau, Xiaolin Wang, Christophe Hélary, Thibaud Coradin",http://arxiv.org/abs/1910.13512v1,http://arxiv.org/pdf/1910.13512v1,"Nanotheranostics, 2018, 2 (4), pp.403-416",No comment found,"Multifunctional nanomaterials combining diagnosis and therapeutic properties
have attracted a considerable attention in cancer research. Yet some important
challenges are still to be faced, including an optimal coupling between these
two types of properties that would be effective within complex biological
tissues. To address these points, we have prepared novel nanoplatforms
associating controlled drug delivery of doxorubicin and Magnetic Resonance
Imaging (MRI) contrast-enhancement that exhibit high specificity towards cancer
cells compared to normal cells and evaluated them both in 2D cultures and
within 3D tissue-like biomimetic matrices. Methods: Nanoplatforms were prepared
from hollow silica nanoparticles coated with MnO2 nanosheets and conjugated
with the AS1411 aptamer as a targeting agent. They were fully characterized
from a chemical and structural point of view as well as for drug release and
MRI signal enhancement. Standard two-dimensional monolayer cultures were
performed using HeLa and Normal Human Dermal Fibroblasts (NHDF) cells to
testify targeting and cytotoxicity. Cellularized type I collagen-based
hydrogels were also used to study nanoparticles behavior in 3D biomimetic
environments. Results: The as-established nanoplatforms can enter HeLa cells,
leading to the dissociation of the MnO2 nanosheets into Mn 2+ that enhanced T1
magnetic resonance signals and concomitantly release doxorubicin, both effects
being markedly more significant than in the presence of NHDFs. Moreover,
particles functionality and specificity were preserved when the cells were
immobilized within type I collagen-based fibrillar hydrogels. Conclusion: The
use of MnO2 nanosheets as glutathione-sensitive coatings of drug loaded
nanoparticles together with surface conjugation with a targeting aptamer offers
an effective strategy to obtain efficient and specific nanotheranostic systems
for cancer research, both in 2D and 3D. The here-described tissue-like models
should be easy to implement and could constitute an interesting intermediate
validation step for newly-developed theranostic nanoparticles before in vivo
evaluation."
2002.12541v1,"Machine Learning Models to Predict Inhibition of the Bile Salt Export
  Pump",2020-02-28T04:37:44Z,"Kevin S. McLoughlin, Claire G. Jeong, Thomas D. Sweitzer, Amanda J. Minnich, Margaret J. Tse, Brian J. Bennion, Jonathan E. Allen, Stacie Calad-Thomson, Thomas S. Rush, James M. Brase",http://arxiv.org/abs/2002.12541v1,http://arxiv.org/pdf/2002.12541v1,No journal ref found,No comment found,"Drug-induced liver injury (DILI) is the most common cause of acute liver
failure and a frequent reason for withdrawal of candidate drugs during
preclinical and clinical testing. An important type of DILI is cholestatic
liver injury, caused by buildup of bile salts within hepatocytes; it is
frequently associated with inhibition of bile salt transporters, such as the
bile salt export pump (BSEP). Reliable in silico models to predict BSEP
inhibition directly from chemical structures would significantly reduce costs
during drug discovery and could help avoid injury to patients. Unfortunately,
models published to date have been insufficiently accurate to encourage wide
adoption. We report our development of classification and regression models for
BSEP inhibition with substantially improved performance over previously
published models. Our model development leveraged the ATOM Modeling PipeLine
(AMPL) developed by the ATOM Consortium, which enabled us to train and evaluate
thousands of candidate models. In the course of model development, we assessed
a variety of schemes for chemical featurization, dataset partitioning and class
labeling, and identified those producing models that generalized best to novel
chemical entities. Our best performing classification model was a neural
network with ROC AUC = 0.88 on our internal test dataset and 0.89 on an
independent external compound set. Our best regression model, the first ever
reported for predicting BSEP IC50s, yielded a test set $R^2 = 0.56$ and mean
absolute error 0.37, corresponding to a mean 2.3-fold error in predicted IC50s,
comparable to experimental variation. These models will thus be useful as
inputs to mechanistic predictions of DILI and as part of computational
pipelines for drug discovery."
2106.00413v1,An introduction to network analysis for studies of medication use,2021-06-01T11:53:35Z,"Mohsen Askar, Raphael Nozal Cañadas, Kristian Svendsen",http://arxiv.org/abs/2106.00413v1,http://arxiv.org/pdf/2106.00413v1,No journal ref found,No comment found,"Background: Network Analysis (NA) is a method that has been used in various
disciplines such as Social sciences and Ecology for decades. So far, NA has not
been used extensively in studies of medication use. Only a handful of papers
have used NA in Drug Prescription Networks (DPN). We provide an introduction to
NA terminology alongside a guide to creating and extracting results from the
medication networks. Objective: To introduce the readers to NA as a tool to
study medication use by demonstrating how to apply different NA measures on 3
generated medication networks. Methods: We used the Norwegian Prescription
Database (NorPD) to create a network that describes the co-medication in
elderly persons in Norway on January 1, 2013. We used the Norwegian Electronic
Prescription Support System (FEST) to create another network of severe
drug-drug interactions (DDIs). Lastly, we created a network combining the two
networks to show the actual use of drugs with severe DDIs. We used these
networks to elucidate how to apply and interpret different network measures in
medication networks. Results: Interactive network graphs are made available
online, Stata and R syntaxes are provided. Various useful network measures for
medication networks were applied such as network topological features,
modularity analysis and centrality measures. Edge lists data used to generate
the networks are openly available for readers in an open data repository to
explore and use. Conclusion: We believe that NA can be a useful tool in
medication use studies. We have provided information and hopefully inspiration
for other researchers to use NA in their own projects. While network analyses
are useful for exploring and discovering structures in medication use studies,
it also has limitations. It can be challenging to interpret and it is not
suitable for hypothesis testing."
